,Rid,RDate,Sentence,Sentiment,Rating,Loyalty
292,54,12/2/2014,the charms bar pops up as you are in the middle of the page!,62,0.6,0
293,54,12/2/2014,then it will not go away.,28,0.6,0
294,54,12/2/2014,i tried the fix key and that down not work.,15,0.6,0
295,54,12/2/2014,i want to throught this laptop at the wall.,28,0.6,0
296,54,12/2/2014,what a mistake.,45,0.6,0
297,55,10/2/2014,"having problem staying online, constantly timing out.",40,0.8,0
298,55,10/2/2014,i have three other devices and none of them have this problem.,34,0.8,0
299,55,10/2/2014,"not crazy about windows 8, but will give it more time.",44,0.8,0
300,55,10/2/2014,i feel they tried to dumb it down and just made it more complicated.,19,0.8,0
301,56,6/2/2014,t is pretty slow but it works.,43,0.2,0
302,56,6/2/2014,battery life is okay.,39,0.2,0
303,56,6/2/2014,i wouldn not plan on playing games with this machine.,52,0.2,0
304,56,6/2/2014,cannot install windows video editor because it doesn not meet minimum machine requirements.,17,0.2,0
305,56,6/2/2014,first time with windows 8 and hate it.,35,0.2,0
306,56,6/2/2014,maybe it would be a little better with touch screen.,57,0.2,0
307,57,1/2/2014,the laptop runs slowly.,42,0.4,0
308,57,1/2/2014,websites take a while to load and seems delayed.,26,0.4,0
309,57,1/2/2014,the scroll down button doesn not always scroll down.,36,0.4,0
310,57,1/2/2014,the swipe from the corner doesn not always show up.,41,0.4,0
311,57,1/2/2014,may be returning this laptop.,41,0.4,0
312,58,1/2/2014,"very clunky, cheesy keyboard and no touch screen as advertised",42,1.0,0
313,59,28/1/2014,product is good for the money.,59,1.0,0
314,59,28/1/2014,"however not a fan of ""chicklet"" keyboard which feels light and very cheaply made.",52,1.0,0
315,59,28/1/2014,otherwise it does what i need it to do.,40,1.0,0
316,59,28/1/2014,i do wish brandx would consider where they place power and printer plugs.,27,1.0,1
317,59,28/1/2014,"they really should be in the back, otherwise you end up with wires coming out of sides of laptop and hindering viable desk space on sides of the laptop",35,1.0,0
318,60,23/1/2014,"it is a very small laptop, so small that if you barely touch the mousepad with your wrist the screen will jump all over the place.",44,0.2,0
319,60,23/1/2014,"very inconvenient to type on, but good to watch some online shows where space is limited.",47,0.2,0
320,60,23/1/2014,do love that it is so light weight.,57,0.2,0
321,60,23/1/2014,"overall not too bad, but the mousepad is a nightmare.",20,0.2,0
322,61,22/1/2014,received my new laptop today and it is brilliant!!,59,0.4,0
323,61,22/1/2014,i got the one with 6gb ram and 1tb hard drive and it is so fast.,34,0.4,0
324,61,22/1/2014,windows 8 has taken a bit of getting use to but easy to pick up.,46,0.4,0
325,61,22/1/2014,excellent laptop for a great price only problem is that the buttons on the mouse pad are loud when you press them but that is not such a big problem.,64,0.4,0
326,61,22/1/2014,i would recommend this product!,59,0.4,0
327,62,22/1/2014,great computer!,54,0.8,0
328,62,22/1/2014,the only downfall is the battery life.,14,0.8,0
329,62,22/1/2014,it only lasts 4-5 hours and then needs to be plugged in.,38,0.8,0
330,63,22/1/2014,i needed a basic laptop to handle my business needs and maybe a little personal stuff as well from time to time.,55,0.2,0
331,63,22/1/2014,this fit my needs.,40,0.2,0
332,63,22/1/2014,i am having a little bit of an issue with the touch pad.,53,0.2,0
333,63,22/1/2014,i have had to reset it 4 times because it is way to sensitive and keeps resetting itself to factory default after a reboot.,12,0.2,0
334,63,22/1/2014,the other problem with it is the black trim around the keypad is trash.,61,0.2,0
335,63,22/1/2014,it keeps popping out of the locks that hold it in place.,44,0.2,0
336,63,22/1/2014,though not brandx is problem windows 8 has frozen up on me several times and most of the problem there is because of ie 10.,24,0.2,0
337,63,22/1/2014,i hate it and use chrome now.,28,0.2,0
338,63,22/1/2014,"overall the laptop so far is doing the basic job i need it for and that is to handle sales, inventory, and email.",39,0.2,0
339,63,22/1/2014,i would not recommend this for a power user or someone who wants to do heavy internet usage.,29,0.2,0
340,63,22/1/2014,the power button does not light up to show you are on or not.,46,0.2,0
341,63,22/1/2014,also the power cable plugs in on the left side.,32,0.2,0
342,63,22/1/2014,wish it had been centralized out the back for more convenience.,46,0.2,0
343,64,12/1/2014,"have received my brandx laptop today, all is great except it does not have the touch screen facility.",25,0.8,0
344,64,12/1/2014,"on looking again is clearly states it has 'optional touch screen' facility included, when in fact is isn not.",36,0.8,0
345,64,12/1/2014,this is very misleading and there is no-where visible to actually add this feature as a 'paid extra'.,37,0.8,0
346,64,12/1/2014,i took 'optional' as meaning you either have it switched on or off.,49,0.8,0
347,64,12/1/2014,"have tried ringing brandx today, on phone for 38 minutes, transferred at least 9 times to different assistants and after repeating myself each time, gave up.",30,0.8,0
348,64,12/1/2014,feel a bit disappointed.,22,0.8,0
349,65,9/1/2014,i had been running a 5/6 year old modelx20 into the ground - it was so broken that i had the lid gorilla-glued to box lid hinges to keep it open - so my requirements for a new laptop weren not super high just to give you a frame of reference.,18,0.2,0
350,65,9/1/2014,i got the i3-3227u version and this little bugger seems pretty nice for the price for me.,41,0.2,0
351,65,9/1/2014,i am liking the ribbed (haha - or whatever) material on the outside and the light weight.,70,0.2,0
352,65,9/1/2014,seems pretty fast for just about everything i need - a little web development as well as common usage.,52,0.2,0
353,65,9/1/2014,"i am a casual gamer, but i am usually playing stuff about 3-5 years behind its release, and this thing is pretty much smoking for that.",54,0.2,0
354,65,9/1/2014,fallout 3 is running nicely on high settings.,63,0.2,0
355,65,9/1/2014,the intel hd 4000 card did not disappoint (for me as a behind-the-times gamer).,37,0.2,0
356,65,9/1/2014,"and i have had it on my lap while playing and not gotten any lapburn or even felt much of a temperature rise
gripes are that the keyboard will need some getting used to - the arrow keys are pretty small and home, delete, etc are also.",37,0.2,0
357,65,9/1/2014,"my little touchpad looks like it has greasemarks on it already (i am not that greasy of a guy), but nbd!",27,0.2,0
358,65,9/1/2014,oh and i really will have to get a wireless mouse because i am a righty and the usb port on the right side is toward the front for a wired mouse because the wire gets rolled over by the mouse.,36,0.2,0
359,66,16/10/2013,i thought i wasn not going to loveit much but i absolutely love it.,67,0.2,0
360,66,16/10/2013,"it is efficient and works well, everything seems organized and my internet or my wifi are both working great with speed.",69,0.2,0
361,66,16/10/2013,still learning new things about it but i love it.,59,0.2,0
362,66,16/10/2013,the pricing wasn not enough for this.,40,0.2,0
363,66,16/10/2013,it is a lot more manageable than i thought it would be.,61,0.2,0
364,67,1/1/2014,i have brought this laptop on 12/04/2013 from the brandx exclusive store.,46,0.2,1
365,67,1/1/2014,its an awesome laptop but its cpu is not so powerful.,46,0.2,0
366,67,1/1/2014,it is an i3 cpu with a clock speed of 1.40ghz which is not enough for me because i like to play some games on it which i cannot because the windows 7 itself takes 800mhz for its own purpose and the left is eaten by the mcafee.,12,0.2,0
367,67,1/1/2014,so its an awesome laptop except the cpu is not powerful.,32,0.2,0
368,68,31/1/2014,i love using this computer for everything.,54,0.2,0
369,68,31/1/2014,would love it even more as soon as i figure out fully how to operate it.,52,0.2,0
370,69,13/4/2013,"i have bought this laptop for working with office programs, adobe indesign, photoshop and other programs.",36,0.2,0
371,69,13/4/2013,also for internet and other light tasks.,48,0.2,0
372,69,13/4/2013,laptop totally corresponds my expectations.,46,0.2,0
373,69,13/4/2013,"and the battery is good, with battery saving soft and battery life prolonging suggestions.",54,0.2,0
374,70,17/7/2013,"i have always been a brandx customer and thought that was a good thing, but i find it difficult to understand how 2 of the same laptops could be so different.",26,0.6,0
375,70,17/7/2013,one has worked well since i got it and the other purchased at the same time has been nothing but problems.,31,0.6,0
376,70,17/7/2013,it has run very hot since i bought it and now it is at the point that it just continues to power off with limited use.,43,0.6,0
377,70,17/7/2013,the other one continues to work ok.,45,0.6,0
378,70,17/7/2013,if you are looking for something with good battery life then i would not recommend a brandx laptop.,62,0.6,0
379,70,17/7/2013,they are poor in that respect in my opinion.,33,0.6,0
380,71,29/12/2013,i have the cheap model of modelx 3521.,51,0.6,0
381,71,29/12/2013,"after i installed the newest drivers very satisfied with it, it is a good machine for the price.",78,0.6,0
382,71,29/12/2013,"i connected it to my 24"" brandx monitor with an hdmi cable, so i can use it for photo editing too.",36,0.6,0
383,71,29/12/2013,latest photoshop is running perfectly on it.,61,0.6,0
384,71,29/12/2013,"if you have not much money and aren not a gamer, i can recommend this notebook for you.",69,0.6,0
385,72,31/12/2013,i been a brandx lap top user for the past 7 years and i love it and all the support i get from brandx!!,64,0.6,1
386,72,31/12/2013,!,50,0.6,0
387,73,2/1/2014,had a small problem with the shutdown button under the charms.,51,0.6,0
388,73,2/1/2014,luckily i only had the computer for a week and no major things saved to the computer after that everything works.,36,0.6,0
389,74,9/1/2014,surprisingly quick startup for a relatively inexpensive laptop.,63,0.6,0
390,74,9/1/2014,plenty of storage.,57,0.6,0
391,74,9/1/2014,decent graphics.,48,0.6,0
392,74,9/1/2014,it is very quick in opening programs and such.,49,0.6,0
393,74,9/1/2014,"clear, bright display.",57,0.6,0
394,74,9/1/2014,"it has two usb 3.0 ports, which is a great thing for a laptop this inexpensive.",39,0.6,0
395,74,9/1/2014,so much faster.,49,0.6,0
396,74,9/1/2014,the only two negatives that i see are that the power cord sticks straight out of the side.,38,0.6,0
397,74,9/1/2014,"they could have made the plug at 90 degrees, which would be flush.",32,0.6,0
398,74,9/1/2014,the other is the fact that it doesn not come with recovery media.,49,0.6,0
399,74,9/1/2014,"you can create your own, but it is still not the same as actually having the windows 8 pro oem disk.",52,0.6,0
400,74,9/1/2014,"i like to freshly install the os about once a year, then choose which programs to install afterward.",47,0.6,0
401,74,9/1/2014,you cannot do that with this.,50,0.6,0
402,74,9/1/2014,"if i am paying for an os, i should get the disk.",34,0.6,0
403,74,9/1/2014,"other than those two things, this is a great machine and well worth the money.",65,0.6,0
404,74,9/1/2014,"it is not for high end games and graphics intensive things, but it is great for what it is designed for.",56,0.6,0
405,75,21/1/2014,this is a good laptop for all your needs from using additional software like the microsoft office suite to the internet.,44,0.6,0
406,76,27/2/2013,i bought this computer for my nephew for school.,45,0.8,0
407,76,27/2/2013,"it was a nice computer for the price..good memory, it is fast for what he needed it for.",62,0.8,0
408,77,3/4/2013,very nice platform for windows 8.,60,0.8,0
409,77,3/4/2013,i miss not having a lighted keyboard and the case shows finger prints pretty well.,16,0.8,0
410,77,3/4/2013,overall it is a nice computer for a budget price.,53,0.8,0
411,78,4/4/2013,purchased this on line direct from brandx.,54,0.8,0
412,78,4/4/2013,it shipped very quickly and arrived in good shape.,59,0.8,0
413,78,4/4/2013,i was easy to immediately begin using it.,54,0.8,0
414,78,4/4/2013,"learning windows 8 is a challenge to some extent but the laptop itself is great, portable, and the keyboard has a nice touch.",68,0.8,0
415,79,5/4/2013,"when you order a brandx, you know what you are getting.",58,0.8,0
416,79,5/4/2013,this laptop was no exception.,36,0.8,0
417,79,5/4/2013,"it is a good, steady machine.",61,0.8,0
418,80,8/4/2013,"the side connection are not the best way, prefer rear connections.",52,0.8,0
419,81,11/4/2013,this is my second brandx laptop and so far i am very happy with this one.,53,0.8,1
420,81,11/4/2013,i love the size and how thin it is.,52,0.8,0
421,81,11/4/2013,i also really like how quiet it is.,47,0.8,0
422,81,11/4/2013,i did have some trouble with my cd/dvd drive not working but it seems to be working fine now.,18,0.8,0
423,81,11/4/2013,"overall, i think it is a great laptop and it suits my needs perfectly.",63,0.8,0
424,82,15/4/2013,i would not trust another brandx but brandx.,43,0.8,0
425,82,15/4/2013,the product is good for everyday use.,65,0.8,0
426,83,5/5/2013,the speed is okay for everyday.,55,0.8,0
427,83,5/5/2013,it will hang once in while.,57,0.8,0
428,83,5/5/2013,the battery last very long.,32,0.8,0
429,83,5/5/2013,the touch pad is working alright although it has that oily look very fast once you start using it.,60,0.8,0
430,84,15/7/2013,this laptop came with windows 8 and i upgraded to 8.1 with no trouble.,25,0.8,0
431,84,15/7/2013,there were no problems with both versions of windows.,35,0.8,0
432,84,15/7/2013,i have used computers since the timex zx80 and can say it is a great laptop.,53,0.8,0
433,84,15/7/2013,the only drawback is the textured surface which shows hand prints wherever it is touched.,38,0.8,0
434,84,15/7/2013,by the way the touch screen is handy but a wireless mouse is better than the touch pad.,57,0.8,0
435,84,15/7/2013,"the third edition cpu is fast enough for a laptop, will we ever be satisfied with the speed, no matter how fast.",53,0.8,0
436,85,25/6/2013,i am no stranger to brandx as this is our 3rd laptop direct from them.,35,0.4,0
437,85,25/6/2013,"our last brandx studio is still going strong, but i needed something with a little more punch for testing out component designs at home.",62,0.4,1
438,85,25/6/2013,"laptop arrived in less than 2 days from order, which was better than expected.",46,0.4,0
439,85,25/6/2013,i opened it up and plugged in the power and away it went - no problems at all.,19,0.4,0
440,85,25/6/2013,"windows 8 is a peculiar one at first, but i sat down and went through the instructions 'getting started with windows 8 on your new brandx' that are provided.",47,0.4,1
441,85,25/6/2013,it is good that brandx had the forethought to include this and now i think windows 8 is superb!,58,0.4,0
442,85,25/6/2013,"the keyboard is a pleasure to use and the keys soft but still definite in operation, with the annoying gaps between closed off, saving the inevitable collection of biscuit crumbs that cause malfunction.",19,0.4,0
443,85,25/6/2013,the separate keypad is a real bonus too.,61,0.4,0
444,85,25/6/2013,"operating wise, it is fast to wake up, though i have yet to find a quick way to sleep - i am sure it will be there somewhere and i just need to find it.",28,0.4,0
445,85,25/6/2013,it is nice and fast to open programs and not found anything it couldn not cope with doing.,29,0.4,0
446,85,25/6/2013,the only thing i really don not like is that the plastic trim around the case just feels a little bit too cheap & nasty.,20,0.4,0
447,85,25/6/2013,"time over again, i would pay a bit more and get the metal trimmed option, but the same spec 15r wasn not available until the end of jan 2014.",16,0.4,0
448,85,25/6/2013,"if you can wait do so, but unfortunately i needed to get stuck into things within the week so time was against me.",20,0.4,0
449,85,25/6/2013,would i have one again though?,38,0.4,0
450,85,25/6/2013,"- yeah, definitely!",59,0.4,0
451,86,26/5/2013,i use it as a back-up and sync it to my alienware desktop and take it on the road with me.,29,0.8,0
452,86,26/5/2013,no difference in performance between the two machines.,43,0.8,0
453,87,24/4/2013,it is a great machine.,58,1.0,0
454,87,24/4/2013,work well and give me 100% satisfaction.,52,1.0,0
455,88,11/4/2013,easy start up / set up.,58,1.0,0
456,88,11/4/2013,just needed a laptop for some low maintenance stuff on the go.,42,1.0,0
457,88,11/4/2013,purchased esp.,56,1.0,0
458,88,11/4/2013,because i could still get it with windows 7.,34,1.0,0
459,89,25/9/2013,"thankfully, brandx understands that windows 8 is not right for everybody.",50,0.8,0
460,89,25/9/2013,so happy with my brandx with windows 7 !!!,60,0.8,0
461,89,25/9/2013,i tell everyone to shop brandx first.,56,0.8,0
462,90,19/11/2013,this is one great laptop and a great deal.,55,0.8,0
463,90,19/11/2013,"i see allot of reviews saying haw bad windows 8 but it just takes a little getting use to, once you know how to use the feature it has it works great.",45,0.8,0
464,90,19/11/2013,though i did not get the touch screen and should have for windows 8,32,0.8,0
465,91,19/11/2013,i ordered this computer and i just love it.,55,0.8,0
466,91,19/11/2013,was very skeptical of purchasing a computer with widows 8 because i had heard terrible things about it.,20,0.8,0
467,91,19/11/2013,computer is very user friendly and i have become very comfortable with using it.,55,0.8,0
468,91,19/11/2013,i would highly recommend this computer to others.,58,0.8,0
469,91,19/11/2013,i will most definitely purchase things from brandx before i look elsewhere.,60,0.8,0
470,92,19/11/2013,have had no problems....love the machine!,38,0.8,0
471,92,19/11/2013,enjoy the speed...the touch screen...and overall display,63,0.8,0
472,93,19/11/2013,i thought i would want a larger laptop but this one is just right.,29,0.8,0
473,93,19/11/2013,very manageable and easy to use.,68,0.8,0
474,93,19/11/2013,i recommend this one for home and office use to anyone.,50,0.8,0
475,94,19/11/2013,"i have had my new laptop a couple of months and i am very happy with my purchase.takes a little getting used to the new windows 8,not bad just different.i woul highly recommend brandx laptops and desktops as well.nothing but top of the line products.",80,0.8,1
476,95,20/11/2013,"i like this laptop because it is cheap, light weight, and seems to have a good performance, except one problem that i am considering to return.",36,0.8,0
477,95,20/11/2013,"the first time i turned it, there was a loud sound of the fan or the hard driver ( i am not sure).",44,0.8,0
478,95,20/11/2013,"i hoped it would stop after few minutes, but it didn not.",18,0.8,0
479,95,20/11/2013,"now every time i turn this laptop on, this sound bothers me, especially when i use the laptop in a quiet place.",38,0.8,0
480,95,20/11/2013,can someone help me to fix this problem so i don not have to return it?,22,0.8,0
481,95,20/11/2013,thanks.,69,0.8,0
482,96,20/11/2013,i got the modelx back in march 2013 a few months after it came out and have had it now for about eight months.,42,0.8,1
483,96,20/11/2013,it is a really nice computer.,51,0.8,0
484,96,20/11/2013,it is the most thin and lightweight computer i have ever had.,33,0.8,0
485,96,20/11/2013,windows 8 took a while to figure out but eventually you get used to it.,49,0.8,0
486,96,20/11/2013,"i also had an issue with it always showing fingerprints on the outside and on the mouse pad every time someone touched the laptop when it was new, but i don not really notice anymore the longer i have had it.",10,0.8,0
487,96,20/11/2013,it is packed full of features.,50,0.8,0
488,96,20/11/2013,"everything i wanted in a laptop, this laptop has.",30,0.8,0
489,96,20/11/2013,"it has a nice webcam, a big enough screen, nice graphics, tons of apps, large hard drive, nice speakers, spaced out keyboard, numeric pad, several usb ports & external drives, media card reader, long battery life, fast processor, a cd/dvd drive, doesn not have a loud fan, doesn not heat up that much, smaller/durable computer charger, is very portable, easy to travel with, and has a nice exterior design.",12,0.8,0
490,96,20/11/2013,i got it for a reasonable price with a discount.,58,0.8,0
491,96,20/11/2013,"after having the modelx, it is the exact same thing as more expensive and popular laptop brandxs except way cheaper and very affordable.",41,0.8,0
492,96,20/11/2013,i definitely don not regret purchasing this laptop and would buy it again any day.,29,0.8,0
493,97,20/11/2013,"given this laptop for my birthday and exceedingly pleased, windows 8 is fantastic as i gives you the option to go to normal view and the new layout.",82,0.8,0
494,97,20/11/2013,"the laptop itself is excellent, having used my old brandx desktop for the last 10 years, couldn not have hoped for a better laptop
nice for me to use as a student as i can do everything that i want to do and for my mum who uses it as well, so good to use for all people as you can do a variety of things.",52,0.8,1
495,97,20/11/2013,"only thing i would say is that the charge does not last for 7 hours on the go, but other than that fantastic, nice to be able to do tings quickly rather than wait an age to get anything done.",52,0.8,0
496,98,20/11/2013,many weeks of watching deals pass me by of touchscreen laptops.,44,0.8,0
497,98,20/11/2013,i didn not want to spend lot (didn not need financing).,24,0.8,0
498,98,20/11/2013,i chose the modelx.,48,0.8,0
499,98,20/11/2013,so far so good!,55,0.8,0
500,98,20/11/2013,"windows 8 was really not that hard, but different.",29,0.8,0
501,98,20/11/2013,"i ordered on monday 3/11 and arrived 3/14, now that is fast delivery.",46,0.8,0
502,98,20/11/2013,i have watched several movies and the screen was excellent.,64,0.8,0
503,98,20/11/2013,"i am attaching some pictures of what is not so great and maybe not a big deal, but i have only used it for 3 days and fingerprints on the touch pad and the outside cover show!",61,0.8,0
504,98,20/11/2013,"other than the fingerprints (yes i always wash my hands before i use the laptop), the laptop speed is great.",57,0.8,0
505,98,20/11/2013,i will upgrade the ram at a later date.,48,0.8,0
506,98,20/11/2013,"the only question i am waiting on brandx to answer for me:
should i get a screen protector for the touch screen?",42,0.8,0
507,98,20/11/2013,is the outside cover replaceable (to something that doesn not show a lot of fingerprints)?,39,0.8,0
508,99,21/11/2013,i find the computer friendly and easy to get around once i got used to windows 8. love the number key pad and how everything is easy to find and exccess.,53,0.8,0
509,99,21/11/2013,love my computer.,52,0.8,0
510,99,21/11/2013,i was able to load software that i already had.,24,0.8,0
511,99,21/11/2013,it is easy to download from the store.,51,0.8,0
512,100,21/11/2013,"i have 3 brandxs in the house, this is the 4rth.",48,0.8,0
513,100,21/11/2013,"all are still working
great.",52,0.8,0
514,100,21/11/2013,"this modelx, the touchscreen stopped functioning.",33,0.8,0
515,100,21/11/2013,"i called brandx up, and less than 2 minutes, brandx had to update drivers and i was up and running again.",34,0.8,1
516,100,21/11/2013,"at that time, i had so many question with this new system, amy at brandx was more than happy to help me resolve all
of my questions.",67,0.8,0
517,100,21/11/2013,i was on the phone 1 hour with her.,39,0.8,0
518,100,21/11/2013,"brandx stands behind their products, and they have always helped me resolve any issue.",49,0.8,0
519,100,21/11/2013,i am so glad i have this new modelx to work with!,53,0.8,1
520,101,23/1/2014,i bought my brandx modelx n5010 laptop in may of 2011.,43,1.0,0
521,101,23/1/2014,i haven not had any problems with it.,28,1.0,0
522,101,23/1/2014,still using it today.,47,1.0,0
523,101,23/1/2014,"when i was shopping for a laptop i was going to get the cheapes one i could find, but then said to myself why get one that would only last for a little bit then i would have to go and buy anotherone anyway.",23,1.0,0
524,101,23/1/2014,"i have had other brandx stuff before, so i know that the price i paid is well worth it.",50,1.0,1
525,101,23/1/2014,soon i am going to get me another laptop hear soon and its going to be a brandx to.,36,1.0,0
526,101,23/1/2014,i have told a few of my friends about it and thay to are going to get a brandx also.,48,1.0,0
527,102,19/11/2013,"i am very pleased with this product, it works great with surfing the web, light gaming and watching videos.",88,1.0,0
528,102,19/11/2013,i am very pleased with my brandx.,60,1.0,0
529,102,19/11/2013,"i did however go for the upgraded ram to a 6gb and a non-touch, which may make a difference in performance.",43,1.0,0
530,102,19/11/2013,"stays cool after long usage, my only complain is that if you type with your wrist resting on the front edge of the laptop, it really digs into your skin.",65,1.0,0
531,103,19/11/2013,"it is very good,i use it every day and it is very usefull to me.",64,1.0,0
532,104,19/11/2013,"i am a highschool student, and i was looking to purchase a laptop that was quicker to make school work easier.",42,1.0,0
533,104,19/11/2013,"this laptop is great not only for school work, but every other type of daily use.",35,1.0,0
534,104,19/11/2013,it loads videos on netflix in a matter of seconds.,53,1.0,0
535,104,19/11/2013,it is fast for web surfing (even with the celeron core).,49,1.0,0
536,104,19/11/2013,"one great feature is the start up time, which takes under a minute.",62,1.0,0
537,104,19/11/2013,the battery life is decent.,36,1.0,0
538,104,19/11/2013,i get over 4 hours on light usage.,39,1.0,0
539,104,19/11/2013,it is also very quiet (you cant hear the fan) and it doesn not get hot.,42,1.0,0
540,104,19/11/2013,two complaints that i saw when researching were that the trackpad is unresponsive and the keyboard is hard to type on and not well built.,25,1.0,0
541,104,19/11/2013,i would disagree with both of those.,55,1.0,0
542,104,19/11/2013,"the track pad on mine is very responsive, and the keyboard is well built and easy to type on.",57,1.0,0
543,104,19/11/2013,"another complaint was windows 8. personally, i think it is a huge improvement from windows 7. it is much easier to personalize and to use.",54,1.0,0
544,104,19/11/2013,overall this laptop is a great bargain.,63,1.0,0
545,104,19/11/2013,"it is well built (the fact that it is plastic isn not an issue - it is very sturdy and the texture is nice for repelling fingerprints), and works perfectly.",63,1.0,0
546,104,19/11/2013,i have had no issues with it at all.,29,1.0,0
547,105,19/11/2013,"i love this laptop.this is my second laptop, and this is awesome the intel core i3 processor provides very fast and powerful performance for my modelx.my laptop is ideal for students like me and i would recommend this laptop to anyone
and this laptop is selling out very fastly in my country,sri lanka.it is the most-selling laptop in my country.the quality of the display is very bright and vivid.the touchpad is very responsive and the sound quality is superb!overall the best value for the money.you will never go wrong with this laptop.modelx is a spectacular laptop.thank you brandx for making a very good laptop like this,thank you brandx.",96,1.0,0
548,106,19/11/2013,i received my computer back in april and i am really surprised by its performance.,42,1.0,0
549,106,19/11/2013,i have the i3 3rd gen. with 6gb of ram.,39,1.0,0
550,106,19/11/2013,its very responsive.,44,1.0,0
551,106,19/11/2013,"i read other reviews, i have no clue what others are talking about, my computer boots up exceptionally quick.",44,1.0,0
552,106,19/11/2013,"i do a lot of media editing, student work and i put the processor and graphics to the test.",43,1.0,0
553,106,19/11/2013,they are standing strong.,51,1.0,0
554,106,19/11/2013,im running programs very heavy on the processor such as ableton live and adobe photoshop and i am not disappointed.,13,1.0,0
555,106,19/11/2013,"if someone will tell you otherwise about this processor is abilities, theyre not the ""expert"" they are claiming to be.",58,1.0,0
556,107,19/11/2013,i did a lot of research before buying the modelx from brandx.,54,1.0,0
557,107,19/11/2013,"in terms of features for $, i couldn not find a better deal than brandx.",35,1.0,0
558,107,19/11/2013,"as well, buying from a reputable source sealed the deal.",65,1.0,0
559,108,19/11/2013,it is a great machine.,58,1.0,0
560,108,19/11/2013,work well and give me 100% satisfaction.,52,1.0,0
561,108,19/11/2013,thanks brandx !,69,1.0,0
562,109,19/11/2013,this is a great item and has wonderful features.,69,1.0,0
563,109,19/11/2013,i would recommend this product to anyone,57,1.0,0
564,110,11/12/2013,"affordable computer, excellent performance..great for college kids.",73,0.8,0
565,111,11/10/2013,"i bought this laptop as a gift for someone and they loved it, it works really good.",62,1.0,0
566,112,12/12/2013,"hey it is not perfect, but you cannot beat the overall performance for the price.",61,0.8,0
567,113,19/11/2013,"great assets, lightweight, excellent battery time and screen resolution and brightness.",42,0.8,0
568,113,19/11/2013,great laptop overall.,58,0.8,0
569,114,19/11/2013,"it has a clear, sharp wide screen and boots up quickly.",45,0.8,0
570,114,19/11/2013,i am quite happy with this machine.,62,0.8,0
571,115,19/11/2013,this is one great laptop and a great deal.,55,0.8,0
572,115,19/11/2013,"i see allot of reviews saying haw bad windows 8 but it just takes a little getting use to, once you know how to use the feature it has it works great.",45,0.8,0
573,115,19/11/2013,though i did not get the touch screen and should have for windows 8.,32,0.8,0
574,116,11/12/2013,i recommend any brandx product to anybody !!!!!!!!,55,0.8,0
575,116,11/12/2013,we own several brandx laptops and never had any grief on buying any of them.,41,0.8,1
576,117,11/10/2013,enjoying my new laptop.,60,0.8,0
577,117,11/10/2013,surpassed my expectations.,61,0.8,0
578,117,11/10/2013,highly recommend it!,65,0.8,0
579,118,12/12/2013,have had no problems....love the machine!,38,0.8,0
580,118,12/12/2013,enjoy the speed...the touch screen...and overall display.,63,0.8,0
581,119,19/11/2013,this pc has great features and i ues it for everything,60,0.8,0
582,120,19/11/2013,"first off, i want to say i have the ipad mini, ipad 2, the nook hd, and the kindle fire hd.",43,0.8,0
583,120,19/11/2013,all very impressive tablets.,52,0.8,0
584,120,19/11/2013,"however, i have always wanted a tablet with enough power to run windows 8.",28,0.8,0
585,120,19/11/2013,"after weeks of research, i had my eye on the sony tap 11, microsoft surface 2, microsoft surface pro 2, acer w4, and the lenovo miix2.",32,0.8,0
586,120,19/11/2013,i have experimented with other tablets including the surfaces and found a strong interest in their performance but i couldn not agree with the prices and the strip down version of windows 8.,36,0.8,0
587,120,19/11/2013,then i found this little gem.,55,0.8,0
588,120,19/11/2013,"a tablet with powerful hardware, a full windows 8.1 os, and a price nearly impossible to beat.",43,0.8,0
589,120,19/11/2013,the reviews seemed to rate this tablet 4.5/5 i was convinced.,35,0.8,0
590,120,19/11/2013,"after receiving the product, i fell in love with the performance as well as the speed, capabilities, and execution of the tablet.",53,0.8,0
591,120,19/11/2013,i stream all my files from my laptop which allows me to relax without carrying my laptop around.,34,0.8,0
592,120,19/11/2013,"as for the windows 8, in the beginning, i was never drawn to the os because windows 7 was all i accepted.",31,0.8,0
593,120,19/11/2013,"yet, i truly feel that the windows 8 should remain existent to only touch base computers and tablets because the shortcuts you hate on windows 8 will be the things you appreciate using this tablet.",18,0.8,0
594,120,19/11/2013,i seriously recommend this tablet.,47,0.8,0
595,120,19/11/2013,"pros:full windows 8.1, full microsoft office 2013 student home, speed and touch sensitivity, great brightness at its resolution cons:driver updates for cpu, sound is decent, may need stylus for desktop.",20,0.8,0
596,121,19/11/2013,i am a technical professional  haveteran' (which just means old) of the semiconductor industry.,59,0.8,0
597,121,19/11/2013,"i have long been searching for a single, very mobile device that allows to travel light, yet effectively be capable when needed.",38,0.8,0
598,121,19/11/2013,(my company is a ms based enterprise).,50,0.8,0
599,121,19/11/2013,i was pleasantly surprised with this device.,81,0.8,0
600,121,19/11/2013,i will try and highlight my experience (i now have 2 :) one for the wife.,58,0.8,0
601,121,19/11/2013,highlights- screen - excellent.,66,0.8,0
602,121,19/11/2013,"will not be redundant here with detail, performance - excellent, surprisingly so.",70,0.8,0
603,121,19/11/2013,"i run full office365, some sharepoint apps and an old version of paperport.",54,0.8,0
604,121,19/11/2013,no lag at all.,37,0.8,0
